text,author
pleasing thoughts That in this moment there is life and food For future years .,William Wordsworth
"And so I dare to hope , Though changed , no doubt , from what",William Wordsworth
I was when first I came among these hills ; when like a roe I,William Wordsworth
"bounded o'er the mountains , by the sides Of the deep rivers , and the",William Wordsworth
"lonely streams , Wherever nature led : more like a man Flying from something that",William Wordsworth
"he dreads , than one Who sought the thing he loved . For nature then",William Wordsworth
( The coarser pleasures of my boyish days And their glad animal movements all gone,William Wordsworth
by ) To me was all in all.—I can not paint What then I was,William Wordsworth
". The sounding cataract Haunted me like a passion : the tall rock , The",William Wordsworth
"mountain , and the deep and gloomy wood , Their colours and their forms ,",William Wordsworth
"were then to me An appetite ; a feeling and a love , That had",William Wordsworth
"no need of a remoter charm , By thought supplied , not any interest Unborrowed",William Wordsworth
"from the eye.—That time is past , And all its aching joys are now no",William Wordsworth
"more , And all its dizzy raptures . Not for this Faint I , nor",William Wordsworth
"mourn nor murmur ; other gifts Have followed ; for such loss , I would",William Wordsworth
"believe , Abundant recompense . For I have learned To look on nature , not",William Wordsworth
as in the hour Of thoughtless youth ; but hearing oftentimes The still sad music,William Wordsworth
"of humanity , Nor harsh nor grating , though of ample power To chasten and",William Wordsworth
subdue.—And I have felt A presence that disturbs me with the joy Of elevated thoughts,William Wordsworth
"; a sense sublime Of something far more deeply interfused , Whose dwelling is the",William Wordsworth
"light of setting suns , And the round ocean and the living air , And",William Wordsworth
"the blue sky , and in the mind of man : A motion and a",William Wordsworth
"spirit , that impels All thinking things , all objects of all thought , And",William Wordsworth
rolls through all things . Therefore am I still A lover of the meadows and,William Wordsworth
the woods And mountains ; and of all that we behold From this green earth,William Wordsworth
"; of all the mighty world Of eye , and ear , —both what they",William Wordsworth
"half create , And what perceive ; well pleased to recognise In nature and the",William Wordsworth
"language of the sense The anchor of my purest thoughts , the nurse , The",William Wordsworth
"guide , the guardian of my heart , and soul Of all my moral being",William Wordsworth
". Nor perchance , If I were not thus taught , should I the more",William Wordsworth
Suffer my genial spirits to decay : For thou art with me here upon the,William Wordsworth
"banks Of this fair river ; thou my dearest Friend , My dear , dear",William Wordsworth
"Friend ; and in thy voice I catch The language of my former heart ,",William Wordsworth
and read My former pleasures in the shooting lights Of thy wild eyes . Oh,William Wordsworth
"! yet a little while May I behold in thee what I was once ,",William Wordsworth
"My dear , dear Sister ! and this prayer I make , Knowing that Nature",William Wordsworth
"never did betray The heart that loved her ; 't is her privilege , Through",William Wordsworth
"all the years of this our life , to lead From joy to joy :",William Wordsworth
"for she can so inform The mind that is within us , so impress With",William Wordsworth
"quietness and beauty , and so feed With lofty thoughts , that neither evil tongues",William Wordsworth
", Rash judgments , nor the sneers of selfish men , Nor greetings where no",William Wordsworth
"kindness is , nor all The dreary intercourse of daily life , Shall e'er prevail",William Wordsworth
"against us , or disturb Our cheerful faith , that all which we behold Is",William Wordsworth
full of blessings . Therefore let the moon Shine on thee in thy solitary walk,William Wordsworth
"; And let the misty mountain-winds be free To blow against thee : and ,",William Wordsworth
"in after years , When these wild ecstasies shall be matured Into a sober pleasure",William Wordsworth
"; when thy mind Shall be a mansion for all lovely forms , Thy memory",William Wordsworth
"be as a dwelling-place For all sweet sounds and harmonies ; oh ! then ,",William Wordsworth
"If solitude , or fear , or pain , or grief , Should be thy",William Wordsworth
"portion , with what healing thoughts Of tender joy wilt thou remember me , And",William Wordsworth
"these my exhortations ! Nor , perchance— If I should be where I no more",William Wordsworth
"can hear Thy voice , nor catch from thy wild eyes these gleams Of past",William Wordsworth
existence—wilt thou then forget That on the banks of this delightful stream We stood together,William Wordsworth
"; and that I , so long A worshipper of Nature , hither came Unwearied",William Wordsworth
in that service : rather say With warmer love—oh ! with far deeper zeal Of,William Wordsworth
"holier love . Nor wilt thou then forget , That after many wanderings , many",William Wordsworth
"years Of absence , these steep woods and lofty cliffs , And this green pastoral",William Wordsworth
"landscape , were to me More dear , both for themselves and for thy sake",William Wordsworth
"! I heard a thousand blended notes , While in a grove I sate reclined",William Wordsworth
", In that sweet mood when pleasant thoughts Bring sad thoughts to the mind .",William Wordsworth
To her fair works did Nature link The human soul that through me ran ;,William Wordsworth
And much it grieved my heart to think What man has made of man .,William Wordsworth
"Through primrose tufts , in that green bower , The periwinkle trailed its wreaths ;",William Wordsworth
And ’ tis my faith that every flower Enjoys the air it breathes . The,William Wordsworth
"birds around me hopped and played , Their thoughts I can not measure : —",William Wordsworth
But the least motion which they made It seemed a thrill of pleasure . The,William Wordsworth
"budding twigs spread out their fan , To catch the breezy air ; And I",William Wordsworth
"must think , do all I can , That there was pleasure there . If",William Wordsworth
"this belief from heaven be sent , If such be Nature ’ s holy plan",William Wordsworth
", Have I not reason to lament What man has made of man ? Milton",William Wordsworth
! thou shouldst be living at this hour : England hath need of thee :,William Wordsworth
"she is a fen Of stagnant waters : altar , sword , and pen ,",William Wordsworth
"Fireside , the heroic wealth of hall and bower , Have forfeited their ancient English",William Wordsworth
dower Of inward happiness . We are selfish men ; Oh ! raise us up,William Wordsworth
", return to us again ; And give us manners , virtue , freedom ,",William Wordsworth
"power . Thy soul was like a Star , and dwelt apart : Thou hadst",William Wordsworth
"a voice whose sound was like the sea : Pure as the naked heavens ,",William Wordsworth
"majestic , free , So didst thou travel on life 's common way , In",William Wordsworth
cheerful godliness ; and yet thy heart The lowliest duties on herself did lay .,William Wordsworth
"Most sweet it is with unuplifted eyes To pace the ground , if path be",William Wordsworth
"there or none , While a fair region round the traveller lies Which he forbears",William Wordsworth
"again to look upon ; Pleased rather with some soft ideal scene , The work",William Wordsworth
"of Fancy , or some happy tone Of meditation , slipping in between The beauty",William Wordsworth
"coming and the beauty gone . If Thought and Love desert us , from that",William Wordsworth
day Let us break off all commerce with the Muse : With Thought and Love,William Wordsworth
"companions of our way , Whate'er the senses take or may refuse , The Mind",William Wordsworth
